,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,from Low,from High,Price 31122018,Price 31122019,P 2018,P 2019,change
90,KMX,Carmax Inc,Consumer Discretionary,64.34,19.44,0.0,3.97,77.64,54.29,11827453706,1339628000.0,0.6913859,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX,0.8286965481710459,0.843798570096363,62.73,87.67,62.73,87.67,0.39757691694564024
91,CCL,Carnival Corp.,Consumer Discretionary,66.76,17.48,2.6041667,3.58,72.7,54.75,49180044050,4711000000.0,2.8147783,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL,0.9182943603851444,0.8201018573996405,49.30,50.83,49.3,50.83,0.03103448275862064
92,CAT,Caterpillar Inc.,Industrials,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046,8136000000.0,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT,0.8427037635649965,0.6188095075005137,127.07,147.68,127.07,147.68,0.16219406626268995
93,CBOE,CBOE Holdings,Financials,111.15,35.06,0.9426962999999999,2.27,138.54,76.75,12998295607,488406000.0,8.249042,5.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBOE,0.8022953659592899,0.6905083220872694,97.83,120.00,97.83,120.0,0.2266176019625883
94,CBG,CBRE Group,Real Estate,41.92,15.82,0.0,1.69,46.6,30.43,14440591731,1652961000.0,1.4622321000000003,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG,0.8995708154506438,0.7259064885496183,,,0.0,0.0,
95,CBS,CBS Corp.,Consumer Discretionary,51.8,12.05,1.3473053999999998,2.81,70.095,52.75,20431395736,2841000000.0,2.1055017000000005,6.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS,0.7389970753976746,1.0183397683397684,,,0.0,0.0,
96,CELG,Celgene Corp.,Health Care,91.02,13.27,0.0,3.58,147.17,92.85,74921079154,5233000000.0,5.830071,7.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG,0.6184684378609772,1.0201054713249835,,,0.0,0.0,
97,CNC,Centene Corporation,Health Care,100.36,19.12,0.0,3.23,112.42,65.03,18012494506,2063000000.0,0.5028663,2.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC,0.8927237146415229,0.6479673176564369,57.65,62.87,57.65,62.87,0.09054640069384212
98,CNP,CenterPoint Energy,Utilities,25.85,19.73,4.2109255999999995,1.0,30.45,25.51,11362043297,2337000000.0,1.6262617,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP,0.8489326765188835,0.9868471953578336,28.23,27.27,28.23,27.27,-0.0340063761955367
99,CTL,CenturyLink Inc,Telecommunication Services,16.2,8.35,12.661196,1.16,27.61,13.161,18237196861,5577000000.0,1.4795983999999998,1.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL,0.5867439333574792,0.8124074074074075,15.15,13.21,15.15,13.21,-0.12805280528052798
100,CERN,Cerner,Health Care,61.22,27.09,0.0,1.84,73.86,51.2617,21101697598,1523440000.0,5.5560412,4.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN,0.8288654210668833,0.8373358379614505,52.44,73.39,52.44,73.39,0.3995041952707856
101,CF,CF Industries Holdings Inc,Materials,37.46,-59.46,3.0395136000000003,-1.2,43.98,25.04,9209106695,711000000.0,3.0044447999999995,2.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF,0.8517507958162802,0.6684463427656167,43.51,47.74,43.51,47.74,0.09721903010802113
102,SCHW,Charles Schwab Corporation,Financials,48.9,29.82,0.76878726,1.61,56.25,37.16,69750188843,0.0,7.949615,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW,0.8693333333333333,0.7599182004089979,41.53,47.56,41.53,47.56,0.14519624367926798
103,CHTR,Charter Communications,Consumer Discretionary,348.65,162.92,0.0,34.08,408.83,308.3,86708878113,14694000000.0,2.1208633999999997,2.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR,0.8527994520950027,0.8842678904345332,284.97,485.08,284.97,485.08,0.702214268168579
104,CHK,Chesapeake Energy,Energy,2.82,4.7,0.0,-6.44,6.59,2.8,2626102121,1470000000.0,0.40765184,1.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK,0.4279210925644916,0.9929078014184397,,,0.0,0.0,
105,CVX,Chevron Corp.,Energy,112.3,27.52,3.885853,4.85,133.88,102.55,218978820159,28877000000.0,1.6489863,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX,0.8388108754108157,0.9131789848619768,108.79,120.51,108.79,120.51,0.10773048993473666
106,CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,45.86,0.0,0.8,499.0,263.0,7685283970,401293000.0,2.5523853,6.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG,0.5330861723446894,0.988684635915943,431.79,837.11,431.79,837.11,0.9386970518075917
107,CB,Chubb Limited,Financials,140.39,17.5,1.9251627,8.2,157.5,130.17,68424670566,0.0,2.0985637,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB,0.8913650793650792,0.9272027922216682,129.18,155.66,129.18,155.66,0.20498529184084213
108,CHD,Church & Dwight,Consumer Staples,47.38,24.42,1.8366054,2.92,54.1799,43.21,11838963451,868000000.0,3.1682447999999996,6.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD,0.8744940466852098,0.9119881806669481,65.76,70.35,65.76,70.35,0.06979927007299258
109,CI,CIGNA Corp.,Health Care,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480,0.0,1.550762,3.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI,0.8333113195086514,0.7498811222063718,189.92,204.49,189.92,204.49,0.07671651221566989
110,XEC,Cimarex Energy,Energy,100.19,26.37,0.30214334,-4.64,136.31,89.49,10089082025,1061056000.0,7.556446,4.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC,0.7350157728706624,0.8932029144625212,61.65,52.49,61.65,52.49,-0.14858069748580693
111,CINF,Cincinnati Financial,Financials,70.34,27.48,2.918904,3.55,81.98,68.24,11916533018,0.0,2.756679,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF,0.8580141497926324,0.9701450099516632,77.42,105.15,77.42,105.15,0.3581761818651512
112,CTAS,Cintas Corporation,Industrials,149.32,32.75,1.0344826999999999,4.38,169.96,113.79,16676145923,1097295000.0,2.7614057,6.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS,0.8785596610967286,0.7620546477364051,167.99,269.08,167.99,269.08,0.6017620096434311
113,CSCO,Cisco Systems,Information Technology,38.77,17.87,2.8755577000000003,1.91,42.98,30.36,199425716482,15447000000.0,5.484418,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO,0.9020474639367149,0.7830797007995872,43.33,47.96,43.33,47.96,0.10685437341333959
114,C,Citigroup Inc.,Financials,71.87,13.48,1.7068942999999999,-3.1,80.7,56.14,192709302000,0.0,2.1857585999999998,0.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C,0.8905824039653036,0.7811326005287323,52.06,79.89,52.06,79.89,0.534575489819439
115,CFG,Citizens Financial Group,Financials,42.19,16.04,1.9625335,3.27,48.23,31.51,22008050974,0.0,3.3917346,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG,0.874766742691271,0.7468594453662006,29.73,40.61,29.73,40.61,0.3659603094517323
116,CTXS,Citrix Systems,Information Technology,84.53,20.37,0.0,-0.24,95.0,73.3346,13199167493,810268000.0,4.7538714,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS,0.8897894736842106,0.8675570803265112,102.46,110.90,102.46,110.9,0.08237360921335157
117,CME,CME Group Inc.,Financials,153.04,32.15,3.6828613,11.94,163.0,114.8176,54423298745,2851800000.0,14.881806,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME,0.9388957055214724,0.7502456874019865,188.12,200.72,188.12,200.72,0.06697852434616203
118,CMS,CMS Energy,Utilities,41.77,21.42,3.3918407,1.99,50.85,41.07,11873960824,2099000000.0,2.4711676,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS,0.8214355948869223,0.9832415609288963,49.65,62.84,49.65,62.84,0.2656596173212489
119,KO,Coca-Cola Company (The),Consumer Staples,43.1,22.8,3.3213644,1.49,48.615,40.22,189855335601,8589000000.0,6.822138000000001,8.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO,0.886557646816826,0.9331786542923434,47.35,55.35,47.35,55.35,0.16895459345300945
120,CTSH,Cognizant Technology Solutions,Information Technology,75.16,22.44,1.0454783,2.54,79.28,54.76,45119684067,2946000000.0,3.9678397000000003,3.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH,0.9480322906155398,0.7285790313996807,63.48,62.02,63.48,62.02,-0.022999369880277176
121,CL,Colgate-Palmolive,Consumer Staples,68.95,24.02,2.2801766,2.28,77.91,66.26,61616643498,4064000000.0,4.000737,236.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,0.8849955076370172,0.9609862218999276,59.52,68.84,59.52,68.84,0.15658602150537626
122,CMCSA,Comcast Corp.,Consumer Discretionary,38.19,18.54,1.8929017,4.74,44.0,34.78,186476996883,28675000000.0,2.1797748,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,0.8679545454545454,0.9107096098455094,34.05,44.97,34.05,44.97,0.32070484581497816
123,CMA,Comerica Inc.,Financials,89.18,18.89,1.2823253000000001,4.13,98.18,64.04,16274969256,0.0,4.9054720000000005,1.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA,0.9083316357710328,0.71809822830231,68.69,71.75,68.69,71.75,0.044547969136701226
124,CAG,Conagra Brands,Consumer Staples,35.49,18.2,2.3683476000000003,1.46,41.68,32.16,14379717835,1281200000.0,1.8294993999999998,3.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,0.8514875239923225,0.9061707523245983,21.36,34.24,21.36,34.24,0.6029962546816481
125,CXO,Concho Resources,Energy,140.09,84.39,0.0,-11.04,162.91,106.73,22021882339,2151190000.0,12.271951,2.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO,0.8599226566816034,0.7618673709758013,102.79,87.57,102.79,87.57,-0.14806887829555415
126,COP,ConocoPhillips,Energy,53.24,72.93,2.049254,-0.65,61.315,42.265,65482462410,5328000000.0,2.0764177,2.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP,0.8683030253608416,0.7938580015026295,62.35,65.03,62.35,65.03,0.04298315958299925
127,ED,Consolidated Edison,Utilities,74.73,18.64,3.8001595,4.1,89.7,72.63,23335777662,4288000000.0,2.960244,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,0.8331103678929767,0.971898835808912,76.46,90.47,76.46,90.47,0.18323306303949782
128,STZ,Constellation Brands,Consumer Staples,208.73,30.92,0.9712818000000001,8.71,229.5,152.01,41697453163,3033300000.0,5.145596,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,0.9094989106753812,0.7282613903128443,160.82,189.75,160.82,189.75,0.17989056087551303
129,GLW,Corning Inc.,Information Technology,28.45,16.45,2.0791416000000003,-0.78,35.1,26.31,25759280346,2970000000.0,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,0.8105413105413105,0.924780316344464,30.21,29.11,30.21,29.11,-0.036411784177424744
130,COST,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150.0,80439804508,5679000000.0,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,0.8935861516910147,0.8398185991825765,203.71,293.92,203.71,293.92,0.44283540326935356
131,COTY,"Coty, Inc",Consumer Staples,19.96,24.64,2.8604119999999997,-0.63,21.175,14.24,13101112504,211400000.0,2.0061796000000003,1.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY,0.9426210153482881,0.7134268537074148,6.56,11.25,6.56,11.25,0.714939024390244
132,CCI,Crown Castle International Corp.,Real Estate,103.81,21.45,3.8620690000000004,1.02,114.97,86.93,44183023189,2292600000.0,10.125291,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,0.9029311994433331,0.8373952413062326,108.63,142.15,108.63,142.15,0.3085703765074106
133,CSRA,CSRA Inc.,Information Technology,30.85,15.12,1.275917,1.83,33.79,27.38,5134501276,543000000.0,1.3324839,11.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA,0.9129920094702575,0.8875202593192868,,,0.0,0.0,
134,CSX,CSX Corp.,Industrials,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707,5003000000.0,4.216355,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,0.8406062624916723,0.8997424212403408,62.13,72.36,62.13,72.36,0.1646547561564462
135,CMI,Cummins Inc.,Industrials,165.73,16.83,2.5008682999999996,8.23,194.18,143.8301,28669230787,2924000000.0,1.9406168000000001,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI,0.8534864558656915,0.867857961745007,133.64,178.96,133.64,178.96,0.3391200239449268
136,CVS,CVS Health,Consumer Staples,70.55,12.36,2.6899797999999997,4.91,84.0,66.45,75323141722,11704000000.0,0.549852,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,0.8398809523809524,0.9418851878100639,65.52,74.29,65.52,74.29,0.13385225885225904
137,DHI,D. R. Horton,Consumer Discretionary,44.55,16.32,1.0801469,2.73,53.32,29.3716,17390873686,1691000000.0,1.1931022,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,0.8355213803450862,0.6592951739618407,34.66,52.75,34.66,52.75,0.521927293710329
138,DHR,Danaher Corp.,Health Care,92.16,22.87,0.5879265,3.53,104.82,78.97,66351150000,4339800000.0,3.688278,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,0.8792215226101889,0.8568793402777778,103.12,153.48,103.12,153.48,0.48836307214895247
139,DRI,Darden Restaurants,Consumer Discretionary,91.33,22.72,2.6503997000000004,3.81,100.11,71.7,11745595320,997600000.0,1.5278828000000002,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,0.9122964738787334,0.785065148363079,99.86,109.01,99.86,109.01,0.09162827959142805
140,DVA,DaVita Inc.,Health Care,71.91,20.55,0.0,4.3,80.71,52.51,13685178000,2252294000.0,1.1451396999999999,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,0.8909676619997522,0.7302183284661382,51.46,75.03,51.46,75.03,0.45802565099106096
141,DE,Deere & Co.,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646,4053300000.0,2.3746447999999996,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,0.8935799023028611,0.6945203696472733,149.17,173.26,149.17,173.26,0.16149359790842666
142,DAL,Delta Air Lines Inc.,Industrials,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535,8348000000.0,0.91792434,2.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,0.8427372923178154,0.8551629904352919,49.90,58.48,49.9,58.48,0.17194388777555103
143,XRAY,Dentsply Sirona,Health Care,56.85,22.65,0.60034305,1.99,68.98,52.535,13390513478,-411100000.0,4.6262620000000005,1.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY,0.8241519280951,0.9240985048372911,37.21,56.59,37.21,56.59,0.5208277344799785
144,DVN,Devon Energy Corp.,Energy,34.94,23.93,0.6528835999999999,-6.89,47.25,28.7947,19317380000,3723000000.0,2.0660408,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,0.7394708994708994,0.8241184888380081,22.54,25.97,22.54,25.97,0.15217391304347827
145,DLR,Digital Realty Trust Inc,Real Estate,98.96,16.55,3.5710857000000003,2.19,127.23,101.101,21400952517,1260662000.0,12.434961,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR,0.7778039770494379,1.0216350040420372,106.55,119.74,106.55,119.74,0.12379164711403101
146,DFS,Discover Financial Services,Financials,72.4,12.13,1.8269607,5.41,81.93,57.5,27433540000,0.0,2.3610325,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS,0.8836811912608324,0.7941988950276242,58.98,84.82,58.98,84.82,0.4381146151237707
147,DISCA,Discovery Communications-A,Consumer Discretionary,22.87,11.0,0.0,1.96,30.25,15.99,8763756733,2100000000.0,1.8040880000000001,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA,0.7560330578512398,0.6991692173152602,24.74,32.74,24.74,32.74,0.3233629749393696
148,DISCK,Discovery Communications-C,Consumer Discretionary,21.58,10.37,0.0,1.96,29.18,14.99,8320262123,2100000000.0,1.7147918000000002,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK,0.7395476353666894,0.6946246524559778,23.08,30.49,23.08,30.49,0.32105719237435015
149,DISH,Dish Network,Consumer Discretionary,43.77,16.09,0.0,3.06,66.5,42.48,21032719056,2754331000.0,1.8521843,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH,0.6581954887218046,0.9705277587388621,24.97,35.47,24.97,35.47,0.42050460552663194
150,DG,Dollar General,Consumer Discretionary,95.1,21.18,1.0625255,4.43,105.82,65.97,26580644874,2457604000.0,1.5283886,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,0.8986958986958987,0.6936908517350158,108.08,155.98,108.08,155.98,0.44319022945965947
151,DLTR,Dollar Tree,Consumer Discretionary,101.58,26.66,0.0,3.77,116.65,65.63,25151198417,2430300000.0,1.6097589,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,0.8708101157308187,0.646091750344556,90.32,94.05,90.32,94.05,0.04129760850310005
152,D,Dominion Energy,Utilities,73.31,20.42,4.5281997,4.91,85.3,71.59,47543571860,6428000000.0,3.7954214,2.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D,0.8594372801875734,0.976537989360251,71.46,82.82,71.46,82.82,0.1589700531766023
153,DOV,Dover Corp.,Industrials,96.2,23.87,1.8815053,5.15,109.06,75.51,15566645713,1513291000.0,1.986176,3.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,0.8820832569227948,0.7849272349272349,70.95,115.26,70.95,115.26,0.624524312896406
154,DWDP,DowDuPont,Materials,68.21,49.43,2.1529746,1.59,77.08,64.01,165203312427,5250000000.0,2.6922395,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWDP,0.8849247535028542,0.9384254508136638,,,0.0,0.0,
155,DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,26.57,1.9661016,4.54,126.65,83.23,21209783858,1507000000.0,4.2149186,9.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS,0.923253059613107,0.7117933806550928,,,0.0,0.0,
156,DTE,DTE Energy Co.,Utilities,98.49,19.12,3.5559585,4.82,116.74,96.56,17808073691,2790000000.0,1.9091922,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,0.8436696933356176,0.9804041019392833,110.30,129.87,110.3,129.87,0.17742520398912065
157,DUK,Duke Energy,Utilities,74.32,16.7,4.784946400000001,3.12,91.8,72.93,52078185682,9895000000.0,2.9348857,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,0.8095860566448801,0.9812970936490852,86.30,91.21,86.3,91.21,0.05689455388180753
158,DRE,Duke Realty Corp,Real Estate,24.52,19.77,3.1533307999999995,0.88,30.14,24.73,9035293365,529483000.0,16.077257,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE,0.8135368281353682,1.0085644371941274,25.90,34.67,25.9,34.67,0.3386100386100388
159,DXC,DXC Technology,Information Technology,91.92,79.93,0.7493755,-0.89,102.95,67.76,27408621020,1628000000.0,1.9598055,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC,0.8928606119475474,0.7371627502175806,53.17,37.59,53.17,37.59,-0.2930223810419409
160,ETFC,E*Trade,Financials,48.48,22.14,0.0,2.15,56.0,32.25,13754977266,0.0,5.689136,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC,0.8657142857142857,0.6652227722772278,43.88,45.37,43.88,45.37,0.033956244302643546
161,EMN,Eastman Chemical,Materials,93.57,12.28,2.2630835,10.12,104.08,76.02,14226830813,2152000000.0,1.4904785,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,0.8990199846272098,0.8124398845783906,73.11,79.26,73.11,79.26,0.0841198194501438
162,ETN,Eaton Corporation,Industrials,79.41,17.08,2.9404557000000002,6.68,89.85,69.45,35961772000,4253000000.0,1.8161736000000002,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,0.8838063439065109,0.8745749905553457,68.66,94.72,68.66,94.72,0.3795514127585202
163,EBAY,eBay Inc.,Information Technology,41.02,24.86,0.0,-1.07,46.99,31.89,44216696399,2941000000.0,4.6720185,3.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,0.8729516918493296,0.7774256460263286,28.07,36.11,28.07,36.11,0.28642679016743844
164,ECL,Ecolab Inc.,Materials,127.76,28.08,1.2319711000000002,4.14,140.5,119.61,38460272282,2848600000.0,3.7360687000000006,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,0.9093238434163702,0.9362085159674389,147.35,192.99,147.35,192.99,0.3097387173396675
165,EIX,Edison Int'l,Utilities,58.07,13.23,4.0542803,3.96,83.38,58.76,19447670886,4284000000.0,2.161095,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,0.6964499880067163,1.011882211124505,56.77,75.41,56.77,75.41,0.32834243438435773
166,EW,Edwards Lifesciences,Health Care,123.78,32.57,0.0,2.88,138.48,89.2,27447099863,1156700000.0,7.8283277,8.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,0.8938474870017332,0.7206333818064308,153.17,233.29,153.17,233.29,0.5230789319057256
167,EA,Electronic Arts,Information Technology,116.54,34.48,0.0,3.07,131.01,81.27,37890226992,1560000000.0,7.4415816999999995,8.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,0.8895504159987788,0.6973571305989359,78.91,107.51,78.91,107.51,0.3624382207578254
168,EMR,Emerson Electric Company,Industrials,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425,2542000000.0,3.6707752,5.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,0.8918737407656145,0.8549698795180722,59.75,76.26,59.75,76.26,0.27631799163179926
169,ETR,Entergy Corp.,Utilities,72.02,10.65,4.892126,-3.26,87.95,69.63,13116894887,880700000.0,1.5543115,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,0.8188743604320636,0.9668147736739794,86.07,119.80,86.07,119.8,0.39189032183106787
170,EVHC,Envision Healthcare,Health Care,35.34,10.91,0.0,-0.48,73.0,23.77,4212729247,827200000.0,1.227099,0.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC,0.4841095890410959,0.6726089417091115,,,0.0,0.0,
171,EOG,EOG Resources,Energy,101.04,246.44,0.63339007,-1.98,119.0,81.99,61164030149,3692749000.0,8.023019999999999,4.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,0.8490756302521009,0.81146080760095,87.21,83.76,87.21,83.76,-0.0395596835225317
172,EQT,EQT Corporation,Energy,46.25,53.16,0.25183629999999996,-2.69,67.84,47.13,12638828950,1518305000.0,6.4987307,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,0.681751179245283,1.0190270270270272,,,0.0,0.0,
173,EFX,Equifax Inc.,Industrials,114.0,19.03,1.3265306000000001,4.04,147.02,90.72,14121334618,1141200000.0,5.633805799999999,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,0.7754047068426064,0.7957894736842105,93.13,140.12,93.13,140.12,0.5045635133684099
174,EQIX,Equinix,Real Estate,409.98,23.06,1.8775817,1.77,495.345,361.9,33333813618,1687152000.0,10.639136,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,0.8276655664234018,0.8827259866334942,352.56,583.70,352.56,583.7,0.655604719764012
175,EQR,Equity Residential,Real Estate,55.26,17.6,3.5437917999999997,1.63,70.455,56.07,20925508143,1710686000.0,8.593619,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,0.784330423674686,1.014657980456026,66.01,80.92,66.01,80.92,0.2258748674443265
176,ESS,"Essex Property Trust, Inc.",Real Estate,218.28,18.66,3.2138102,6.27,270.04,214.03,14383525286,1237886000.0,14.1830845,2.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,0.8083246926381277,0.9805295950155763,245.21,300.86,245.21,300.86,0.22694833000285475
177,EL,Estee Lauder Cos.,Consumer Staples,131.46,37.78,1.1283498,3.35,138.74,81.69,49543264457,2478000000.0,3.9522583,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,0.9475277497477296,0.621405750798722,130.10,206.54,130.1,206.54,0.5875480399692545
178,RE,Everest Re Group Ltd.,Financials,241.06,27.24,2.1078234,23.71,277.17,208.81,10131892523,0.0,2.0991988,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE,0.8697189450517733,0.8662158798639343,217.76,276.84,217.76,276.84,0.27130786186627476
179,ES,Eversource Energy,Utilities,56.11,18.22,3.3397784,2.96,66.15,55.2,18027633617,2738713000.0,3.1134193,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,0.8482237339380195,0.9837818570664766,65.04,85.07,65.04,85.07,0.3079643296432961
180,EXC,Exelon Corp.,Utilities,35.98,14.51,3.8174273999999997,1.23,42.67,33.3,34734816899,8548000000.0,1.3933871,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,0.8432153737989219,0.9255141745414119,45.10,45.59,45.1,45.59,0.010864745011086585
181,EXPE,Expedia Inc.,Consumer Discretionary,123.03,30.99,0.92785895,1.81,161.0,115.55,19722178609,1481458000.0,2.5074897000000003,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,0.7641614906832298,0.9392018206941396,112.65,108.14,112.65,108.14,-0.040035508211273885
